sex,length,diameter,height,wholeWeight,shuckedWeight,visceraWeight,shellWeight,rings,ageCategory
F,0.7050,0.5300,0.1700,1.5640,0.6120,0.3940,0.4400,10,5-10
M,0.7100,0.5550,0.1750,2.1400,1.2455,0.3725,0.4340,11,10-15
F,0.7250,0.5600,0.1850,1.7920,0.8730,0.3670,0.4350,11,10-15
M,0.7800,0.6000,0.2100,2.5480,1.1945,0.5745,0.6745,11,10-15
I,0.2350,0.1300,0.0750,0.1585,0.0685,0.0370,0.0465,5,<5
I,0.3500,0.2500,0.1000,0.4015,0.1725,0.0630,0.1255,7,5-10
I,0.3600,0.2500,0.1150,0.4650,0.2100,0.1055,0.1280,7,5-10
I,0.3800,0.2800,0.0950,0.2885,0.1650,0.0435,0.0670,7,5-10
F,0.3800,0.3200,0.1150,0.6475,0.3230,0.1325,0.1640,7,5-10
M,0.4300,0.3100,0.1300,0.6485,0.2735,0.1630,0.1840,9,5-10
I,0.4650,0.3600,0.1050,0.4520,0.2200,0.1590,0.1035,9,5-10
I,0.4700,0.3550,0.1200,0.4915,0.1765,0.1125,0.1325,9,5-10
F,0.4850,0.3650,0.1500,0.9145,0.4145,0.1990,0.2730,7,5-10
M,0.4950,0.3750,0.1550,0.9760,0.4500,0.2285,0.2475,9,5-10
I,,0.3950,0.1450,0.7865,0.3320,0.1815,0.2455,8,5-10
M,0.5050,0.4000,0.1500,0.7750,0.3445,0.1570,0.1850,7,5-10
I,0.5100,0.3750,0.1500,0.8415,0.3845,0.1560,0.2550,10,5-10
M,0.5100,0.3800,0.1350,0.6810,0.3435,0.1420,0.1700,9,5-10
M,0.5150,0.3700,0.1150,0.6145,0.3415,0.1550,0.1460,9,5-10
F,0.5500,,0.1800,1.1655,0.5020,0.3010,0.3110,9,5-10
F,0.5750,0.4200,0.1900,1.7640,0.9140,0.3770,0.4095,10,5-10
M,0.6050,0.4550,0.1600,1.1215,0.5330,0.2730,0.2710,10,5-10
M,0.6150,0.5050,0.1650,1.1670,0.4895,0.2955,0.3450,10,5-10
M,0.6150,0.4750,0.1500,1.0375,0.4760,0.2325,0.2830,9,5-10
M,0.6250,0.4800,0.1800,1.2230,0.5650,0.2975,0.3375,10,5-10
M,0.6250,0.4700,0.1500,1.1240,0.5560,0.2315,0.2870,9,5-10
F,0.6350,0.5050,0.1700,1.2635,0.5120,0.3220,0.3550,9,5-10
F,0.6500,0.5250,0.1650,1.2380,0.6470,0.2485,0.3005,9,5-10
F,0.6500,,0.1700,1.4045,0.6940,0.3180,0.3235,11,10-15
F,0.6700,0.5250,0.1950,1.3700,0.6065,0.2955,0.4070,12,10-15
F,0.6950,0.5250,0.2050,1.8185,0.8190,0.4025,0.4525,13,10-15
F,0.7050,0.5550,0.1950,1.7525,0.7105,0.4215,0.5160,12,10-15
I,0.2750,0.2050,0.0650,0.1010,0.0410,0.0210,0.0340,5,<5
I,0.2850,0.2050,0.0700,0.1060,0.0390,0.0285,0.0340,5,<5
I,0.3600,0.2650,0.0850,0.1865,0.0675,0.0370,0.0615,7,5-10
I,0.3850,0.2900,0.1000,0.2575,0.1000,0.0610,0.0860,6,5-10
I,0.4000,0.3150,0.1000,0.3225,0.1430,0.0735,0.0910,6,5-10
I,0.4300,0.3300,0.0950,0.3200,0.1180,0.0650,0.1230,7,5-10
I,0.4350,0.3750,0.1100,0.4155,0.1700,0.0760,0.1450,8,5-10
I,0.4500,0.3350,0.1150,0.3935,0.1950,0.0710,0.1100,7,5-10
I,0.4750,0.3550,0.1350,0.4775,0.2145,0.0900,0.1435,8,5-10
I,0.4750,0.3600,0.1100,0.4520,0.1910,0.0990,0.1300,8,5-10
I,0.4850,0.3700,0.1400,0.5065,0.2425,0.0880,0.1465,8,5-10
I,0.5100,0.3950,0.1050,0.5525,0.2340,0.1270,0.1650,8,5-10
I,0.5150,0.3900,0.1200,0.5650,0.2350,0.1350,0.1790,9,5-10
I,0.5200,0.4100,0.1400,0.6990,0.3395,0.1290,0.1945,10,5-10
I,0.5250,0.4000,0.1400,0.6055,0.2605,0.1080,0.2100,9,5-10
M,0.5300,0.4250,0.1550,0.7905,0.3070,0.1710,0.2595,9,5-10
M,0.5300,0.4250,0.1300,0.7020,0.2975,0.1395,0.2200,9,5-10
M,0.5300,0.4200,0.1350,0.6750,0.2940,0.1560,0.1825,10,5-10
I,0.5300,0.3950,0.1150,0.4750,0.2025,0.1010,0.1480,8,5-10
I,0.5300,0.4100,0.1500,0.6120,,0.1525,0.1895,11,10-15
I,0.5350,0.4000,0.1450,0.7050,0.3065,0.1365,0.2200,10,5-10
I,0.5350,0.4500,0.1350,0.7280,0.2845,0.1845,0.2650,9,5-10
F,0.5550,0.4400,0.1400,0.8460,0.3460,0.1715,0.2735,10,5-10
M,0.5550,0.4600,0.1600,0.8600,0.3345,0.1935,0.2750,10,5-10
M,0.5600,0.4650,0.1450,0.8875,0.3345,0.2200,0.2695,9,5-10
F,0.5600,0.4300,0.1450,0.8980,0.3895,0.2325,0.2450,9,5-10
I,0.5650,0.4300,0.1250,0.6545,0.2815,0.1390,0.2100,9,5-10
I,0.5750,0.4500,0.1450,0.7950,0.3640,0.1505,0.2600,10,5-10
M,0.5750,0.4650,0.1200,1.0535,0.5160,0.2185,0.2350,9,5-10
F,0.5750,0.4600,0.1500,0.9270,0.3330,0.2070,0.2985,9,5-10
I,0.5800,0.4200,0.1400,0.7010,0.3285,0.1020,0.2255,9,5-10
M,0.5800,0.4500,0.1550,0.8275,0.3210,0.1975,0.2445,8,5-10
F,0.5850,0.4200,0.1550,0.9845,0.4420,0.2155,0.2875,13,10-15
M,0.5850,0.4700,0.1450,0.9565,0.4025,0.2365,0.2650,9,5-10
I,0.5900,0.4500,0.1250,0.8600,0.4370,0.1515,0.2450,9,5-10
M,0.5950,0.4800,0.1850,1.1785,0.5260,0.2975,0.3140,10,5-10
M,0.6150,0.4800,0.1850,1.2205,0.4985,0.3150,0.3300,10,5-10
M,0.6150,0.4550,0.1300,0.9685,0.4900,0.1820,0.2655,10,5-10
F,0.6200,,0.1750,1.1070,0.4895,0.2400,0.3430,11,10-15
I,0.6200,0.4800,0.1800,1.1305,0.5285,0.2655,0.3060,12,10-15
M,0.6200,0.4800,0.1550,1.2555,0.5270,0.3740,0.3175,11,10-15
M,0.6250,0.4950,0.1550,1.1770,0.5055,0.2780,0.3450,9,5-10
M,0.6250,,0.1850,1.2425,0.5995,0.2480,0.3350,10,5-10
M,0.6300,0.4900,0.1600,1.0900,0.4070,0.2240,0.3540,12,10-15
F,0.6300,0.4750,0.1500,1.0720,0.4330,0.2975,0.3150,8,5-10
F,0.6450,0.5100,0.1550,1.1290,0.5015,0.2400,0.3420,10,5-10
F,0.6500,0.5050,0.1750,1.2075,0.5105,0.2620,0.3900,10,5-10
F,0.6500,0.4950,0.1750,1.2270,0.5280,0.2580,0.3700,11,10-15
F,0.6550,0.5200,0.1750,1.4720,0.6275,0.2700,0.4500,13,10-15
F,0.6650,0.5250,0.1800,1.5785,0.6780,0.2290,0.4560,14,10-15
M,0.6700,0.5200,0.1750,1.4755,0.6275,0.3790,0.3740,10,5-10
M,0.6750,0.5400,0.1750,1.5545,0.6645,0.2780,0.5120,12,10-15
F,0.6750,0.5400,0.2100,1.5930,0.6860,0.3180,0.4500,11,10-15
M,0.6950,0.5800,0.2000,1.8995,0.6750,0.4780,0.5295,13,10-15
F,0.6950,0.5350,0.1750,1.3610,0.5465,0.2815,0.4650,10,5-10
F,0.7050,0.5600,0.1700,1.4575,0.6070,0.3180,0.4400,11,10-15
M,0.7400,0.5800,0.2050,2.3810,0.8155,0.4695,0.4880,12,10-15
I,0.2050,0.1550,0.0450,0.0495,0.0235,0.0110,0.0140,3,<5
I,0.3050,0.2300,0.0750,0.1455,0.0595,0.0305,0.0500,6,5-10
I,0.3200,0.2300,0.0600,0.1290,0.0615,0.0275,0.0355,7,5-10
I,0.3550,0.2700,0.1000,0.2255,0.1100,0.0420,0.0640,7,5-10
M,0.4250,0.3050,0.1100,0.3590,0.1730,0.0875,0.0975,9,5-10
I,0.4250,0.3100,0.0950,0.3505,0.1645,0.0710,0.1000,8,5-10
F,0.4500,0.3650,0.1150,0.5885,0.3180,0.1210,0.1325,8,5-10
M,0.5150,0.3850,0.1300,0.6230,0.2855,0.1285,0.1750,10,5-10
F,0.5200,0.3750,0.1350,0.5375,0.2210,0.1170,0.1700,8,5-10
I,0.5250,0.4000,0.1250,0.5655,,0.1190,0.1750,8,5-10
M,0.5550,0.4450,0.1300,0.8625,0.4225,0.1550,0.2400,9,5-10
F,0.6100,0.4900,0.1700,1.1370,0.4605,0.2825,0.3440,12,10-15
I,0.3500,0.2600,0.0950,0.2210,0.0985,0.0430,0.0700,8,5-10
I,0.3800,0.2750,0.0950,0.2425,0.1060,0.0485,0.2100,6,5-10
I,0.4600,0.3400,0.1000,0.3860,0.1805,0.0875,0.0965,8,5-10
M,0.4650,0.3550,0.1200,0.5315,0.2725,0.0970,0.1395,8,5-10
M,0.4750,0.3850,0.1200,0.5620,0.2890,0.0905,0.1530,8,5-10
M,0.5650,0.4450,0.1400,0.8360,0.4060,0.1605,0.2245,9,5-10
M,0.5700,0.4500,0.1400,0.9275,0.4770,0.1605,0.2515,8,5-10
M,0.5700,0.4400,0.1450,0.8815,0.3605,0.1955,0.2735,10,5-10
M,0.5950,0.4600,0.1550,1.0300,0.4275,0.2070,0.3305,10,5-10
F,0.6050,0.4800,0.1750,1.1685,0.4815,0.2305,0.3560,9,5-10
F,0.6150,0.4550,0.1350,1.0590,0.4735,0.2630,0.2740,9,5-10
M,0.6200,0.4600,0.1700,1.1270,0.5350,0.2635,0.2960,7,5-10
M,0.6250,0.4700,0.1700,1.1665,0.4605,0.2565,0.3945,11,10-15
F,0.6800,0.5200,0.1850,1.5410,0.5985,0.3950,0.4575,10,5-10
M,0.6800,0.5400,0.1950,1.7825,0.5565,0.3235,0.4285,11,10-15
M,0.6800,0.5200,0.1750,1.5430,0.7525,0.3510,0.3740,11,10-15
F,0.7100,0.5550,0.1700,1.4700,0.5375,0.3800,0.4310,12,10-15
M,,0.3850,0.1200,0.6335,0.2305,0.1250,0.2350,14,10-15
F,0.5450,0.4200,0.1750,0.7540,0.2560,0.1775,0.2750,10,5-10
F,0.4600,0.3650,0.1150,0.4485,0.1650,0.0830,0.1700,14,10-15
M,0.5350,0.4100,0.1500,0.8105,0.3450,0.1870,0.2400,11,10-15
M,0.3350,0.2600,0.0750,0.2200,0.0855,0.0400,0.0850,6,5-10
F,0.4250,0.3500,0.1000,0.4425,0.1750,0.0755,0.1750,7,5-10
M,0.4100,0.3250,0.1000,0.3555,0.1460,0.0720,0.1050,9,5-10
I,0.1700,0.1050,0.0350,0.0340,0.0120,0.0085,0.0050,4,<5
I,0.3350,0.2500,0.0950,0.1850,0.0795,0.0495,0.0550,8,5-10
M,0.5200,0.4250,0.1250,0.7900,0.3720,0.2050,0.1900,8,5-10
F,0.5300,0.4100,0.1450,0.8255,0.3750,0.2040,0.2450,9,5-10
M,,0.4200,0.1250,0.6200,0.2550,0.1500,0.2050,11,10-15
F,0.6150,0.4750,0.1450,0.9525,0.3915,0.1950,0.3200,9,5-10
M,0.5750,0.4500,0.1600,0.9550,0.4400,0.1685,0.2700,16,15-20
M,0.5700,0.4500,0.1550,0.9100,0.3260,0.1895,0.3550,14,10-15
M,0.4550,0.3500,0.1050,0.4160,0.1625,0.0970,0.1450,11,10-15
I,0.3700,0.2750,0.0850,0.2045,0.0960,0.0560,0.0800,6,5-10
M,0.4450,0.3700,0.1250,0.5150,0.2495,0.0870,0.1590,9,5-10
F,0.6750,0.5350,0.2200,1.6040,0.6175,0.4255,0.4530,14,10-15
M,0.3850,0.3000,0.1150,0.3435,0.1645,0.0850,0.1025,6,5-10
F,0.3750,0.2950,0.1100,0.3005,0.1255,0.0575,0.1035,7,5-10
M,0.5600,0.4400,0.1300,0.8255,0.2425,0.2020,0.2850,10,5-10
M,0.5500,0.4100,0.1500,0.7850,0.2820,0.1860,0.2750,12,10-15
F,0.5700,0.4650,0.1550,0.9685,0.4460,0.2610,0.2550,9,5-10
F,0.4850,0.4000,0.1550,0.7310,0.2360,0.1830,0.2550,11,10-15
M,0.4100,0.3350,0.1150,0.4405,0.1900,0.0850,0.1350,8,5-10
I,0.3350,0.2550,0.0850,0.1785,0.0710,0.0405,0.0550,9,5-10
M,0.6550,0.5150,0.2000,1.3730,0.4430,0.3375,0.4900,16,15-20
F,0.5650,0.4500,0.1650,0.9765,0.3220,0.2440,0.3700,12,10-15
F,0.5700,0.4400,0.1900,1.0180,0.4470,0.2070,0.2650,9,5-10
F,0.5500,0.4650,0.1500,1.0820,0.3575,0.1940,0.1900,14,10-15
F,0.6300,0.4750,0.1750,1.4230,0.4155,0.3385,0.4900,14,10-15
M,0.4750,0.3700,0.1250,0.6550,0.2660,0.1725,0.1850,10,5-10
F,0.6550,,0.1800,1.4155,0.5080,0.3140,0.4450,18,15-20
I,0.3200,0.2350,0.0650,0.1385,0.0580,0.0225,0.0500,5,<5
M,0.5250,0.3950,0.1650,0.7820,0.2850,0.1405,0.2850,19,15-20
F,0.5250,0.4300,0.1650,0.7170,0.2890,0.1745,0.1950,10,5-10
F,,0.3900,0.1300,0.6355,0.2505,0.1635,0.1950,15,10-15
F,0.4400,0.3400,0.1350,0.3975,0.1505,0.0945,0.1350,8,5-10
F,0.4900,0.3850,0.1600,0.6560,0.2455,0.1710,0.2050,9,5-10
M,0.5450,0.4400,0.1650,0.7440,0.2875,0.2040,0.2500,15,10-15
F,0.4500,0.3600,0.1100,0.4470,0.2030,0.0820,0.1300,12,10-15
F,0.5150,0.4000,0.1150,0.5780,0.1910,0.1445,0.1700,9,5-10
I,0.3300,0.2500,0.0750,0.1405,0.0560,0.0350,0.0500,5,<5
F,0.5250,0.4100,0.1500,0.7080,0.2740,0.1510,0.2500,12,10-15
M,0.2950,0.2250,0.0900,0.1385,0.0480,0.0460,0.0500,9,5-10
M,0.5450,0.4500,0.1600,0.8615,0.2925,0.1545,0.3650,16,15-20
F,0.6450,,0.2250,1.6260,0.5870,0.4055,0.4100,15,10-15
M,0.4500,0.3550,0.1150,0.4780,0.1800,0.1185,0.1550,10,5-10
F,0.6100,0.4900,0.1700,1.1775,0.5655,0.2385,0.2950,15,10-15
I,0.3800,0.3000,0.1000,0.2860,0.1305,0.0560,0.0900,7,5-10
F,0.5650,0.4550,0.1300,1.0580,0.4390,0.2645,0.3000,10,5-10
F,0.6700,0.5450,0.1600,1.5415,0.5985,0.2565,0.4950,15,10-15
M,0.5400,0.4250,0.1200,0.8170,0.2945,0.1530,0.1950,10,5-10
I,0.2900,0.2250,0.0750,0.1520,0.0710,0.0590,0.0450,9,5-10
I,0.4100,0.3300,0.1050,0.3350,0.1525,0.0740,0.1100,7,5-10
F,0.4600,0.3750,0.1200,0.4915,0.2205,0.0880,0.1700,7,5-10
F,0.5600,0.4400,0.1550,0.9705,0.4315,0.2630,0.2550,9,5-10
F,0.5750,0.4500,0.1000,0.9315,0.4310,0.2220,0.2350,12,10-15
M,0.6200,,0.2000,1.2210,0.4605,0.2630,0.4300,12,10-15
M,0.5150,0.4000,0.1400,0.7365,0.2955,0.1840,0.1850,16,15-20
F,0.5600,0.4600,0.1800,0.9700,0.3420,0.1960,0.3550,12,10-15
F,,0.4000,0.1500,0.8085,0.2730,0.1120,0.2950,13,10-15
I,0.4350,0.3550,0.1250,0.4075,0.1535,0.0740,0.1650,9,5-10
M,0.4950,0.3800,0.1350,0.6295,0.2630,0.1425,0.2150,12,10-15
F,0.5950,,0.1800,1.0530,0.4405,0.1920,0.3900,13,10-15
M,0.7600,0.5750,0.1900,1.8290,0.7035,0.3860,0.5600,14,10-15
F,0.6150,,0.1650,1.1765,0.4880,0.2440,0.3450,17,15-20
F,0.5650,0.4600,0.1500,0.8765,0.3455,0.1925,0.2750,10,5-10
I,0.1400,0.1050,0.0350,0.0145,0.0050,0.0035,0.0050,4,<5
M,0.4450,0.3450,0.1400,0.4760,0.2055,0.1015,0.1085,15,10-15
F,0.5250,0.4300,0.1250,0.8130,0.3315,0.1660,0.1775,12,10-15
I,0.1600,0.1200,0.0200,0.0180,0.0075,0.0045,0.0050,4,<5
M,0.6350,0.4800,0.2350,1.0640,0.4130,0.2280,0.3600,16,15-20
M,0.5750,0.4700,0.1650,0.8530,0.2920,0.1790,0.3500,16,15-20
M,0.3800,0.2700,0.0950,0.2190,0.0835,0.0515,0.0700,6,5-10
M,0.2450,0.1800,0.0650,0.0635,0.0245,0.0135,0.0200,4,<5
I,0.4800,0.3900,0.1500,0.6275,0.2760,0.1340,0.1850,13,10-15
I,0.4550,0.3650,0.1350,0.4410,0.1515,0.1165,0.1450,9,5-10
F,0.4550,0.3750,0.1250,0.4580,0.1985,0.1110,0.1200,10,5-10
M,0.4550,0.3550,0.1350,0.4745,0.1865,0.0935,0.1680,13,10-15
I,0.3550,0.2700,0.1000,0.2160,0.0830,0.0370,0.0750,10,5-10
I,0.5200,0.4050,0.1400,0.6765,0.2865,0.1460,0.2050,15,10-15
I,0.5400,0.4000,0.1450,0.7570,0.3150,0.1810,0.2150,11,10-15
I,0.5200,0.3900,0.1400,0.7325,0.2415,0.1440,0.2600,19,15-20
I,0.5600,0.4450,0.1650,1.0285,0.4535,0.2530,0.2750,11,10-15
F,0.5200,0.4100,0.1600,0.7120,0.2845,0.1530,0.2250,10,5-10
I,0.6150,0.4600,0.1900,1.0660,0.4335,0.2260,0.3300,13,10-15
F,0.6450,0.4900,0.1900,1.3065,0.4790,0.3565,0.3450,18,15-20
I,0.5650,0.4300,0.1350,0.8545,0.3210,0.1775,0.2750,11,10-15
M,0.2950,0.2300,0.0850,0.1250,0.0420,0.0285,0.0430,8,5-10
M,0.3750,0.2800,0.0950,0.2225,0.0875,0.0430,0.0800,10,5-10
I,0.5250,0.4000,0.1400,0.6955,0.2405,0.1600,0.2530,10,5-10
M,0.3950,0.2800,0.0800,0.2660,0.0995,0.0660,0.0900,12,10-15
F,,0.4000,0.1650,0.7105,0.2700,0.1455,0.2250,20,15-20
F,0.4700,0.3500,0.1150,0.4870,0.1955,0.1270,0.1550,8,5-10
I,0.5800,0.4200,0.1600,0.7280,0.2725,0.1900,0.1900,14,10-15
I,,0.3800,0.1550,0.6675,0.2745,0.1560,0.1800,12,10-15
I,0.7250,0.5500,0.2200,2.0495,0.7735,0.4405,0.6550,10,5-10
F,0.6500,0.5150,0.2150,1.4980,0.5640,0.3230,0.4250,16,15-20
F,0.6700,0.5350,0.1850,1.5970,0.6275,0.3500,0.4700,21,20-25
I,0.5500,0.4400,0.1650,0.8605,0.3120,0.1690,0.3000,17,15-20
F,0.4900,0.3700,0.1150,0.5410,0.1710,0.1175,0.1850,11,10-15
I,0.2350,0.1800,0.0600,0.0580,0.0220,0.0145,0.0180,6,5-10
I,0.2350,0.1750,0.0800,0.0645,0.0215,0.0175,0.0215,5,<5
M,0.5200,0.4100,0.1150,0.7700,0.2630,0.1570,0.2600,11,10-15
F,0.4750,0.4000,0.1150,0.5410,0.1860,0.1025,0.2100,13,10-15
M,0.5300,0.4250,0.1100,0.7390,0.2370,0.1610,0.2950,13,10-15
F,0.3500,0.2750,0.0650,0.2050,0.0745,0.0465,0.0700,10,5-10
M,0.5550,0.4200,0.1450,0.8695,0.3075,0.2575,0.2500,14,10-15
M,0.5050,0.3900,0.1050,0.6555,0.2595,0.1800,0.1900,11,10-15
F,0.5400,0.4400,0.1600,1.0905,0.3910,0.2295,0.3550,15,10-15
F,0.5250,0.4000,0.1150,0.6295,0.2555,0.1440,0.1800,11,10-15
M,0.5500,0.4500,0.1750,1.0985,0.3765,0.2150,0.4000,14,10-15
M,0.5500,0.4400,0.1600,0.9910,0.3480,0.1680,0.3750,20,15-20
I,0.2350,0.1750,0.0650,0.0615,0.0205,0.0200,0.0190,6,5-10
M,0.5250,0.4100,0.1650,0.8005,0.2635,0.1985,0.2500,13,10-15
M,0.4750,0.3650,0.1400,0.6175,0.2020,0.1445,0.1900,16,15-20
F,0.5300,0.4000,0.1650,0.7720,0.2855,0.1975,0.2300,12,10-15
F,0.5250,,0.1500,0.7155,0.2355,0.1710,0.2700,13,10-15
F,0.5300,0.4250,0.1300,0.7170,0.2115,0.1660,0.2550,13,10-15
F,0.4650,0.3900,0.1100,0.6355,0.1815,0.1570,0.2250,13,10-15
I,0.3150,0.2350,0.0800,0.1800,0.0800,0.0450,0.0470,5,<5
I,0.4650,0.3550,0.1200,0.5805,0.2550,0.0915,0.1840,8,5-10
M,0.4850,0.3850,0.1050,0.5560,0.2960,0.1040,0.1330,7,5-10
I,0.4900,0.3850,0.1200,0.5910,0.2710,0.1125,0.1775,9,5-10
F,0.5150,0.3950,0.1400,0.6860,0.2810,0.1255,0.2200,12,10-15
F,0.5550,0.4400,0.1550,1.0160,0.4935,0.1855,0.2630,10,5-10
F,0.6100,,0.1800,1.4380,0.5185,0.3735,0.3345,9,5-10
F,0.6800,0.5500,0.1900,1.8070,0.8225,0.3655,0.5150,11,10-15
M,0.6900,0.5500,0.1950,1.7770,0.7690,0.3800,0.4305,11,10-15
M,0.6950,0.5500,0.2050,2.1730,1.1330,0.4665,0.4960,10,5-10
F,0.7200,0.5750,0.1950,2.1505,1.0745,0.3820,0.5850,10,5-10
I,0.2700,0.2050,0.0750,0.1180,0.0590,0.0310,0.0305,4,<5
I,0.2700,0.1900,0.0600,0.0990,0.0445,0.0170,0.0300,5,<5
I,0.2950,0.2200,0.0700,0.1365,0.0575,0.0295,0.0350,6,5-10
I,0.2950,0.2200,0.0650,0.1295,0.0520,0.0280,0.0350,6,5-10
I,0.3150,0.2300,0.0700,0.1640,0.0625,0.0400,0.0450,6,5-10
I,0.3750,0.2900,0.0950,0.2875,0.1230,0.0605,0.0800,6,5-10
I,0.3800,0.3000,0.0900,0.2770,0.1655,0.0625,0.0820,6,5-10
I,0.3850,0.2850,0.0900,0.2480,0.0935,0.0660,0.0700,6,5-10
I,0.4000,0.2950,0.0950,0.2520,0.1105,0.0575,0.0660,6,5-10
M,,0.3150,0.1200,0.4015,0.1990,0.0870,0.0970,8,5-10
I,,0.3300,0.1000,0.3905,0.1925,0.0755,0.1025,7,5-10
I,0.4200,0.3200,0.1150,0.4090,0.2055,0.0935,0.1050,8,5-10
I,0.4400,0.3300,0.1350,0.4095,0.1630,0.1005,0.1190,6,5-10
I,0.4500,0.3500,0.1350,0.4940,0.2205,0.0945,0.1405,7,5-10
I,0.4750,0.3500,0.1200,0.4905,0.2035,0.1300,0.1350,7,5-10
M,0.4850,0.3900,0.1200,0.5990,0.2510,0.1345,0.1690,8,5-10
M,0.4950,0.3750,0.1150,0.6245,0.2820,0.1430,0.1550,6,5-10
F,0.5250,0.4100,0.1150,0.7745,0.4160,0.1630,0.1800,7,5-10
M,0.5650,0.4550,0.1500,0.9795,0.4440,0.2050,0.2750,8,5-10
I,0.5800,0.4350,0.1500,0.8915,0.3630,0.1925,0.2515,6,5-10
F,0.5850,0.4500,0.1250,0.8740,0.3545,0.2075,0.2250,6,5-10
M,0.6000,0.4650,0.1550,1.2620,0.6245,0.2455,0.3300,10,5-10
M,0.6300,0.4800,0.1850,1.2100,0.5300,0.2555,0.3220,11,10-15
F,0.6450,0.5250,0.1700,1.3700,0.6135,0.2830,0.3400,10,5-10
F,0.6550,0.5450,0.1850,1.7590,0.6865,0.3130,0.5470,11,10-15
M,0.6650,0.5150,0.1650,1.3855,0.6210,0.3020,0.3445,8,5-10
F,0.6700,0.5200,0.1950,1.8065,0.7580,0.3735,0.5055,11,10-15
M,0.6700,0.5100,0.2000,1.5945,0.6705,0.3845,0.4505,10,5-10
M,0.6850,0.5100,0.1800,1.4545,0.6315,0.3105,0.3725,9,5-10
M,0.7000,0.6000,0.2300,2.0030,0.8105,0.4045,0.5755,10,5-10
M,0.7200,0.6000,0.2350,2.2385,0.9840,0.4110,0.6210,12,10-15
I,0.1850,0.1350,0.0450,0.0320,0.0110,0.0065,0.0100,4,<5
I,0.2450,0.1750,0.0550,0.0785,0.0400,0.0180,0.0200,5,<5
I,0.3150,0.2300,0.0000,0.1340,0.0575,0.0285,0.3505,6,5-10
I,0.3600,0.2700,0.0900,0.2075,0.0980,0.0390,0.0620,6,5-10
I,0.3750,0.2800,0.0800,0.2235,0.1150,0.0430,0.0550,6,5-10
I,,0.3100,0.0950,0.3400,0.1810,0.0570,0.0830,6,5-10
I,0.4550,0.3500,0.1350,0.5365,0.2855,0.0855,0.1325,7,5-10
I,0.4800,0.3500,0.1050,0.6350,0.3520,0.1270,0.1350,6,5-10
I,0.4850,0.3750,0.1250,0.5620,0.2505,0.1345,0.1525,8,5-10
I,0.5100,0.3900,0.1250,0.5970,0.2930,0.1265,0.1555,8,5-10
M,0.5200,0.3950,0.1250,0.5815,0.2565,0.1265,0.1700,10,5-10
F,0.5550,0.4300,0.1400,0.7545,0.3525,0.1835,0.2015,9,5-10
M,0.5850,0.4650,0.1500,0.9800,0.4315,0.2545,0.2470,9,5-10
F,0.5850,0.4600,0.1500,1.0035,0.5030,0.2105,0.2515,11,10-15
M,0.5850,0.4550,0.1550,1.1330,0.5515,0.2230,0.3050,12,10-15
M,0.6100,0.4900,0.1600,1.1460,0.5970,0.2460,0.2650,8,5-10
M,0.6100,0.4750,0.1500,1.1420,0.6200,0.2370,0.2450,9,5-10
M,0.6150,0.5300,0.1700,1.1200,0.5775,0.2095,0.2860,9,5-10
F,0.6200,0.4650,0.1400,1.0110,0.4790,0.2385,0.2550,8,5-10
M,0.6250,0.5050,0.1750,1.1310,0.5425,0.2265,0.3230,8,5-10
M,0.6250,0.4800,0.1750,1.0650,0.4865,0.2590,0.2850,10,5-10
M,0.6350,0.4800,0.1450,1.1810,0.6650,0.2290,0.2250,10,5-10
F,0.6400,0.5250,0.1750,1.3820,0.6460,0.3115,0.3700,9,5-10
M,0.6600,0.5050,0.1900,1.4385,0.6775,0.2850,0.1780,11,10-15
M,0.6600,0.4850,0.1550,1.2275,0.6100,0.2740,0.3000,8,5-10
M,0.6600,0.5150,0.1550,1.4415,0.7055,0.3555,0.3350,10,5-10
F,0.6800,0.5500,0.1750,1.4730,0.7130,0.2820,0.4295,11,10-15
F,0.6900,0.5800,0.1950,1.6580,0.7080,0.3615,0.4715,10,5-10
M,0.7200,0.5450,0.1950,1.7475,0.8215,0.3830,0.4705,11,10-15
I,0.2750,0.2000,0.0700,0.0960,0.0370,0.0225,0.0300,6,5-10
I,0.3300,0.2450,0.0650,0.1445,0.0580,0.0320,0.0505,6,5-10
I,0.3300,0.2600,0.0850,0.1965,0.0915,0.0425,0.0550,7,5-10
I,0.3650,0.2800,0.0900,0.1960,0.0865,0.0360,0.0605,7,5-10
I,0.3650,0.2700,0.0900,0.2155,0.1005,0.0490,0.0655,6,5-10
I,0.4200,0.3100,0.1000,0.2805,0.1125,0.0615,0.0925,8,5-10
I,0.4350,0.3350,0.1100,0.3340,0.1355,0.0775,0.0965,7,5-10
I,0.4350,0.3250,0.1000,0.3660,0.1740,0.0725,0.1090,7,5-10
I,0.4400,0.3250,0.1100,0.4965,0.2580,0.1195,0.1075,8,5-10
I,0.4850,0.3650,0.0900,0.6510,0.3165,0.1320,0.1800,8,5-10
I,0.4950,0.3850,0.1250,0.5125,0.2075,0.1155,0.1720,10,5-10
M,0.5100,0.4050,0.1250,0.6925,0.3270,0.1550,0.1805,7,5-10
I,0.5200,0.4100,0.1400,0.5995,0.2420,0.1375,0.1820,11,10-15
I,0.5400,0.4200,0.1400,0.7400,0.3595,0.1590,0.1985,8,5-10
I,0.5400,,0.1550,0.7020,0.3220,0.1670,0.1900,10,5-10
I,0.5500,0.4450,0.1250,0.6720,0.2880,0.1365,0.2100,11,10-15
