,intercolumnarDistance,upperMargin,lowerMargin,exploitation,rowNumber,modularRatio,interlinearSpacing,weight,peakNumber,modularRatioInterlinearSpacing,class
9262,-0.265,0.156,0.403,1.484,0.172,-0.017,0.333,0.802,1.530,-0.060,X
9263,-0.043,0.541,0.253,-0.836,0.262,0.481,0.296,0.288,-0.435,0.391,A
9264,0.130,-0.158,0.577,-0.671,0.172,0.024,1.655,-1.229,0.376,-0.692,C
9265,0.192,-0.370,0.278,-0.660,0.262,-0.350,0.107,-1.371,-0.871,-0.261,F
9266,0.093,-1.681,0.357,0.181,0.172,0.523,0.296,0.800,0.438,0.439,A
9267,0.217,0.298,0.250,-0.041,0.262,-0.640,-2.838,0.623,0.220,-2.101,A
9268,0.883,-0.315,0.086,-1.338,0.977,-0.765,-1.818,-2.528,-0.622,0.531,I
9269,-0.117,-0.016,0.289,0.484,0.172,-0.017,,0.195,-0.029,0.007,F
9270,-0.561,0.329,0.296,0.756,0.262,1.187,0.333,-0.632,0.407,1.005,E
9271,0.106,-0.095,0.325,0.557,0.172,-0.059,-0.006,1.001,0.314,0.075,A
9272,0.377,0.109,0.317,-1.658,-0.900,-0.765,0.673,-1.020,-0.061,-0.898,H
9273,-0.005,0.478,0.029,-0.248,0.172,-0.059,0.333,-0.829,-0.622,-0.112,A
9274,-0.413,-0.707,0.357,1.604,-0.990,0.689,0.069,1.127,0.719,0.742,E
9275,-0.154,-0.032,0.271,0.057,0.262,0.356,0.258,-0.474,-0.435,0.299,A
9276,-0.117,0.423,0.086,1.919,0.262,0.024,,1.908,1.031,0.051,G
9277,0.254,-2.427,0.353,-0.051,-0.096,-0.183,-0.006,-0.339,-0.528,-0.049,A
9278,-0.104,0.235,0.214,0.314,0.172,-0.266,0.220,1.231,1.124,-0.237,H
9279,0.192,-0.032,0.453,-0.877,0.262,-0.433,-0.006,-0.953,-0.061,-0.275,A
9280,0.180,-0.048,0.275,-0.605,0.262,-0.972,0.296,0.004,-0.185,-0.915,F
9281,-0.018,-0.228,0.371,1.294,0.172,0.564,0.220,0.890,2.403,0.572,X
9282,0.118,-0.221,0.367,0.915,0.262,-0.059,0.069,0.095,-0.279,0.037,A
9283,-0.400,-0.166,0.392,0.486,0.262,-1.014,0.031,1.060,0.469,-0.823,E
9284,0.019,-0.338,-0.358,-0.113,0.172,0.190,-0.006,-0.835,-0.653,0.298,A
9285,3.722,0.337,0.175,-2.701,0.262,-0.391,-0.044,-0.165,-1.713,-0.216,F
9286,0.032,0.667,-0.095,0.010,0.172,-0.723,0.333,1.107,0.594,-0.703,G
9287,0.032,0.117,-0.177,-0.621,-1.168,-2.343,0.484,-0.049,0.220,-2.210,A
9288,-0.561,0.329,0.296,0.756,0.262,1.685,0.786,-0.042,0.376,1.150,E
9289,-0.203,0.203,0.332,-1.115,0.083,-1.388,-2.913,-0.029,-0.310,-2.592,D
9290,-0.129,-0.040,0.058,0.558,0.262,-1.222,0.786,0.682,0.657,-1.346,X
9291,0.081,0.078,0.051,0.857,-1.258,-0.059,0.220,-1.247,-1.277,-0.041,A
9292,-0.117,0.203,5.492,1.853,-1.436,1.187,0.333,1.588,0.126,0.995,A
9293,-0.228,0.290,0.132,-0.235,0.262,1.062,0.220,-0.511,0.345,0.960,E
9294,0.180,-0.213,0.132,-1.307,0.262,0.606,0.447,0.598,0.282,0.420,A
9295,0.019,-0.283,0.214,0.858,0.262,0.439,0.409,0.252,0.033,0.284,A
9296,0.069,0.533,0.488,0.256,-0.632,-1.014,0.824,1.307,-3.459,-1.180,A
9297,0.624,-0.071,0.221,-0.586,0.887,-1.263,-0.535,-0.465,0.781,-0.745,I
9298,0.081,0.486,0.143,0.006,0.262,2.225,0.484,1.121,1.031,1.832,G
9299,0.032,0.141,0.399,-0.817,0.262,0.730,0.786,-0.704,0.064,0.337,H
9300,0.476,-0.433,0.115,-0.871,0.977,-1.222,-1.101,-0.332,1.311,-0.409,I
9301,0.069,-0.189,-2.090,-0.634,0.172,0.232,,0.447,0.563,-0.236,E
9302,0.019,0.039,0.193,0.323,0.262,-0.100,0.145,0.038,-0.185,-0.041,F
9303,0.044,0.031,0.538,-2.245,0.262,0.301,0.396,-3.528,-3.407,0.162,E
9304,-0.055,-0.221,0.467,-0.217,0.172,0.356,0.333,0.603,0.345,0.243,D
9305,0.402,-0.299,0.328,0.432,-1.258,0.315,,-0.344,-0.684,0.311,A
9306,0.328,-2.427,0.008,-0.545,-0.006,-0.391,-2.611,-1.037,-0.092,-1.997,A
9307,-0.228,-0.111,0.197,1.060,0.262,-0.225,0.145,0.988,2.060,-0.156,X
9308,0.328,-2.427,0.008,-0.545,-0.006,0.066,0.522,-0.192,0.064,-0.108,A
9309,-0.252,-0.111,0.453,0.888,0.172,-0.640,0.107,0.807,0.282,-0.520,D
9310,0.229,-0.009,0.175,0.087,0.172,-0.183,0.522,0.019,0.438,-0.327,A
9311,0.217,0.125,-3.211,-0.887,0.262,0.356,0.296,-0.228,-0.061,0.285,A
9312,0.303,0.353,0.083,0.704,0.262,0.439,0.296,0.360,-0.061,0.361,F
9313,-0.635,-0.448,0.300,1.408,0.172,0.315,-1.856,-0.460,0.314,1.798,Y
9314,0.106,0.722,0.086,0.505,0.262,-0.308,0.484,0.817,0.314,-0.411,F
9315,-0.043,0.007,0.264,-0.163,0.172,-0.889,0.371,-0.196,0.469,-0.871,E
9316,0.217,0.298,0.250,-0.041,0.262,-0.931,0.296,0.734,0.345,-0.873,A
9317,0.032,0.667,-0.095,0.010,0.172,0.564,0.409,-0.520,0.251,0.403,G
9318,0.032,0.667,-0.095,0.010,0.172,-0.806,0.069,0.961,0.688,-0.654,G
9319,0.735,-0.283,0.090,-1.848,0.977,-1.180,-1.290,-0.323,1.218,-0.253,I
9320,0.056,0.282,-0.092,-0.919,-0.185,0.979,,1.394,0.158,0.758,F
9321,-0.339,-0.315,0.449,1.243,0.798,-0.350,-1.630,0.940,2.309,0.837,X
9322,,-0.056,0.211,-0.147,0.262,0.190,0.371,-0.275,0.937,0.098,E
9323,-0.104,-0.079,0.012,0.221,0.262,-0.183,0.598,-1.112,-0.653,-0.373,A
9324,0.093,-0.385,0.353,0.547,0.262,-0.474,0.031,0.658,0.220,-0.329,A
9325,-0.215,-1.296,0.492,1.050,0.619,0.273,-1.290,-0.248,0.781,1.288,X
9326,0.254,-0.338,0.353,-1.154,0.172,-0.557,0.258,0.464,-0.123,-0.519,F
9327,0.044,0.408,-0.120,0.282,0.262,-0.557,0.598,-0.352,-0.435,-0.692,A
9328,0.143,-0.448,0.438,0.979,0.262,-0.557,0.296,0.520,0.314,-0.543,F
9329,0.155,0.596,0.036,-0.126,0.262,0.481,0.409,0.404,-0.029,0.322,A
9330,0.254,-2.427,0.353,-0.051,-0.096,0.024,,0.512,0.095,0.044,A
9331,0.229,0.125,0.182,0.686,0.262,0.523,1.806,0.859,0.376,-0.361,A
9332,-0.154,-0.228,0.488,0.580,0.262,1.021,-0.120,0.701,0.095,1.131,A
9333,-0.043,-0.173,0.645,0.089,-0.990,-0.017,-1.705,0.576,0.968,1.246,Y
9334,0.130,0.533,-0.045,-0.943,0.262,-0.848,0.296,-0.398,0.033,-0.785,G
9335,0.056,-0.731,0.442,0.184,0.262,1.602,1.504,-0.694,0.438,0.663,A
9336,-0.191,-0.692,0.282,-0.194,0.172,-1.014,-0.082,1.213,0.719,-0.758,E
9337,0.106,0.557,-0.031,0.619,0.172,-0.557,0.447,0.698,0.345,-0.615,A
9338,0.019,-0.087,0.385,0.795,0.262,0.523,0.069,0.219,0.158,0.562,A
9339,-0.438,-0.472,0.463,-0.545,0.262,-0.972,0.824,-3.108,-2.992,-1.141,E
9340,0.180,-0.173,0.122,-1.139,0.172,0.689,-0.459,-1.302,-0.622,1.053,A
9341,-0.030,-0.189,0.243,-0.409,0.262,2.599,0.598,-2.724,-2.119,2.068,F
9342,0.513,-0.071,-3.211,0.755,0.977,1.311,-1.516,0.337,0.844,2.528,I
9343,-0.166,-0.268,0.257,0.052,0.262,1.602,0.296,-0.356,-0.061,1.405,A
9344,-0.117,-0.582,0.570,1.083,0.083,2.184,-0.610,-1.654,-2.119,2.603,D
9345,-0.117,0.282,0.175,-0.152,0.262,-0.765,0.371,0.502,0.906,-0.773,E
9346,-0.092,-0.189,0.346,0.236,0.262,-0.557,0.258,-0.384,0.189,-0.523,A
9347,-0.092,0.298,0.079,0.196,0.262,-0.474,,0.806,0.376,-0.408,F
9348,-3.412,0.148,0.438,-1.048,-3.224,-0.931,0.069,1.117,-1.152,-0.751,E
9349,0.093,0.054,0.374,0.379,0.262,0.149,0.484,1.049,0.501,0.001,H
9350,0.143,0.486,0.026,0.545,0.172,0.232,0.258,0.227,0.095,0.204,A
9351,0.081,-0.142,0.172,-0.471,0.262,-0.391,0.145,0.605,0.282,-0.316,F
9352,0.427,7.293,0.193,-1.533,-0.990,-0.931,,-0.142,-0.217,-0.817,A
9353,-0.018,-0.228,0.371,1.294,0.172,0.315,1.164,1.233,2.434,-0.193,X
9354,0.069,0.533,0.488,0.256,-0.632,0.066,0.447,-0.022,-0.029,-0.067,A
9355,0.710,-0.283,0.129,0.602,0.977,-0.640,0.900,-0.956,1.374,-0.904,I
9356,0.081,-0.119,0.445,-0.188,0.262,0.606,0.220,1.471,0.563,0.556,A
9357,-0.043,0.753,-0.109,1.041,-1.347,2.142,,-0.258,-0.497,1.383,F
9358,0.106,-0.378,0.261,0.108,0.262,-0.599,0.145,0.390,-0.310,-0.503,F
9359,0.217,-0.291,0.349,0.507,0.262,0.523,,-0.052,-0.185,0.493,A
9360,0.056,0.486,0.104,-0.053,0.262,-0.516,0.522,0.226,0.438,-0.606,G
9361,0.069,0.227,0.015,-0.610,-1.079,0.190,0.673,-0.998,-0.310,-0.061,A
9362,0.562,-0.299,0.068,-0.589,0.977,0.772,-1.290,-1.766,-0.154,1.744,I
9363,0.106,-0.150,0.438,0.935,0.262,-0.225,0.749,0.739,0.376,-0.476,A
9364,0.266,0.211,0.115,0.938,0.262,1.395,0.296,0.676,-0.341,1.227,A
9365,-0.154,-0.841,0.140,-0.972,0.172,0.647,0.786,-2.890,-1.027,0.287,X
9366,-0.092,0.431,0.047,-0.049,0.262,-0.225,0.371,0.497,0.407,-0.297,G
9367,0.266,0.415,0.090,-0.685,0.262,-1.055,0.522,-0.696,0.064,-1.095,G
9368,0.229,-0.001,0.172,-0.003,0.262,-0.142,0.107,-0.810,-0.185,-0.074,A
9369,0.315,-0.330,0.556,-0.374,0.709,-0.391,0.598,-0.143,1.623,-0.547,Y
9370,0.130,-0.315,0.417,1.051,0.083,-0.142,0.258,0.618,-0.185,-0.152,A
9371,0.871,-0.236,0.026,-1.942,0.977,-1.803,-1.252,-1.320,0.251,-0.921,I
9372,0.056,-0.291,0.239,0.768,0.172,0.979,0.786,0.119,0.126,0.540,A
9373,0.019,0.588,0.261,-1.349,0.083,0.107,0.258,-1.222,-0.560,0.077,A
9374,0.019,-0.087,0.293,0.241,0.172,-0.433,-0.573,-0.397,-0.404,0.027,A
9375,-0.314,-0.064,0.421,0.004,0.172,-1.055,0.107,0.474,0.376,-0.871,D
9376,0.155,-0.362,0.410,-0.172,0.262,-0.557,0.484,0.080,-0.310,-0.631,F
9377,-0.339,-0.291,0.520,1.054,0.262,1.145,0.975,0.403,1.249,0.594,E
9378,-0.339,-0.268,0.442,0.616,0.440,-0.723,-1.252,-0.026,1.561,0.218,X
9379,-0.030,0.572,5.083,-0.110,-1.258,1.187,0.333,0.997,0.750,1.012,G
9380,-0.092,-0.189,0.346,0.236,0.262,0.190,0.409,0.253,-0.279,0.068,A
9381,-0.141,-0.244,0.250,0.594,0.262,-0.723,-0.308,1.233,0.002,-0.369,F
9382,-0.252,-0.009,-2.044,0.343,0.351,-0.516,-0.233,1.419,1.810,-0.206,X
9383,0.155,0.235,0.211,0.644,0.172,0.689,0.484,0.259,-0.061,0.464,A
9384,0.118,-0.009,0.623,-0.856,0.172,0.232,0.711,0.945,0.220,-0.062,A
9385,0.130,0.062,0.506,0.417,-1.168,1.104,0.749,-0.107,0.625,0.672,E
9386,0.118,0.172,0.218,1.738,0.262,0.439,0.107,1.730,0.158,0.460,A
9387,-3.499,-0.166,0.812,-1.809,-4.922,-1.055,-0.044,-1.520,-1.994,-0.824,A
9388,-0.067,-0.150,0.321,0.119,0.262,0.689,-0.006,-0.568,0.189,0.753,A
9389,0.155,-0.197,-3.211,-0.737,0.351,-0.516,-0.006,-0.042,-0.154,-0.344,F
9390,0.871,-0.236,0.026,-1.942,0.977,-1.222,-1.252,-0.715,0.158,-0.317,I
9391,0.167,0.227,0.239,-0.095,0.172,1.311,0.673,-0.404,-0.684,0.900,A
9392,3.722,0.337,0.175,-2.701,0.262,0.273,0.107,1.368,-0.996,0.321,F
9393,-0.030,-0.064,,-1.279,0.172,-0.391,-0.006,0.857,-0.061,-0.233,F
9394,0.106,-0.087,0.367,1.523,0.262,0.315,0.107,2.111,0.875,0.378,A
9395,0.402,-0.268,0.300,-0.808,0.262,-0.391,-0.044,-1.094,-0.497,-0.211,F
9396,0.019,-0.605,0.502,0.181,0.172,0.481,0.220,0.653,0.407,0.434,A
9397,,-0.315,0.399,0.771,0.709,0.439,-1.214,-0.002,1.031,1.359,Y
9398,0.044,-0.079,0.061,0.565,0.262,2.516,0.145,-0.815,-0.622,2.348,A
9399,0.328,-2.427,-2.325,-1.744,0.440,-0.765,-5.933,-0.353,-0.871,-2.700,A
9400,0.377,0.109,0.317,-1.658,-0.900,-1.180,0.296,-1.003,-0.154,-1.098,H
9401,-0.080,0.250,0.389,-0.003,0.083,-0.308,-2.989,-1.010,0.345,-1.986,E
9402,-3.499,43.134,-3.211,-5.440,-4.833,-7.450,-11.935,13.173,-5.486,-6.719,A
9403,0.044,0.698,0.022,0.913,0.262,-0.183,-0.157,1.297,0.095,0.060,F
9404,-0.129,-0.228,-3.211,-0.893,0.172,0.439,0.107,-0.662,-0.341,0.463,D
9405,0.698,-0.370,0.186,-0.923,0.977,-1.429,-1.214,-1.706,-1.557,-0.560,I
9406,0.069,-0.268,0.332,-0.198,-2.062,-0.640,-0.044,-0.531,-0.061,-0.438,A
9407,-3.486,0.243,3.287,-1.489,-3.045,-1.512,-0.044,1.093,-2.805,-1.245,A
9408,0.340,-0.299,0.719,-0.435,0.172,-1.138,0.900,0.490,0.376,-1.330,D
9409,-0.005,0.360,0.282,-0.213,-1.168,-0.972,0.031,1.060,0.812,-0.784,E
9410,0.093,0.423,0.022,-0.204,0.083,-0.433,-0.006,1.497,-0.435,-0.269,A
9411,-0.265,-0.095,0.015,-0.597,0.262,0.273,0.484,-0.972,-0.528,0.131,E
9412,-0.351,-0.244,0.595,1.593,0.798,-1.637,-1.290,0.697,0.875,-0.716,X
9413,0.032,0.368,-0.028,0.237,0.172,-2.357,-0.157,-0.159,-1.204,-2.025,A
9414,-0.092,-0.299,0.563,1.131,0.440,0.024,-1.328,1.767,0.844,1.009,Y
9415,-3.499,0.376,-3.211,-0.007,-4.922,0.979,0.409,0.876,-1.963,0.751,A
9416,-0.129,-0.511,0.342,0.171,0.262,1.187,0.069,-0.923,-0.840,1.178,F
9417,0.143,0.070,0.399,0.568,-1.168,0.149,0.333,0.542,0.532,0.081,A
9418,0.562,0.046,0.211,-1.052,0.977,-1.305,-1.177,-0.183,1.155,-0.455,I
9419,-0.104,0.235,0.214,0.314,0.172,-0.017,0.598,1.155,0.968,-0.208,H
9420,-0.178,0.258,-0.124,0.228,0.083,2.350,0.673,-1.467,-0.996,1.815,F
9421,0.143,0.486,0.026,0.545,0.172,0.481,0.296,0.421,-0.092,0.381,A
9422,0.044,0.274,0.182,0.096,0.262,-0.557,-0.195,0.327,-0.248,-0.283,F
9423,,0.172,,0.685,0.172,3.014,0.447,0.001,1.498,2.543,X
9424,0.229,-0.016,0.317,-0.527,0.262,-0.599,,-0.403,0.064,-0.521,F
9425,0.266,0.557,-0.020,0.177,0.262,-0.391,0.447,-0.060,0.625,-0.473,G
9426,0.291,0.156,0.136,1.401,0.083,-0.225,0.107,1.337,0.376,-0.138,A
9427,0.167,0.588,-0.003,-0.309,0.262,0.647,0.333,0.672,-0.154,0.512,F
9428,0.365,-0.001,-0.052,1.293,0.977,0.564,-0.535,0.505,1.343,1.001,I
9429,0.229,0.243,0.090,0.120,0.262,0.481,0.635,-0.094,-0.185,0.195,A
9430,0.698,-0.370,0.186,-0.923,0.977,-1.471,0.145,0.136,1.873,-1.295,I
9431,-0.228,0.250,0.207,-0.481,0.262,-0.516,-0.044,-0.107,0.314,-0.328,E
9432,-0.228,0.290,-0.006,0.396,0.262,0.523,,1.346,0.719,0.493,A
9433,0.167,0.148,0.278,-0.290,0.262,-1.138,0.409,0.345,1.000,-1.124,H
9434,-0.228,-0.111,0.197,1.060,0.262,-0.142,0.522,0.694,1.436,-0.274,X
9435,-0.005,-0.660,0.346,-0.271,0.262,1.021,0.220,-0.992,-0.435,0.920,A
9436,0.698,-0.370,0.186,-0.923,0.977,0.523,0.371,-0.441,1.405,0.390,I
9437,-0.178,-0.621,0.321,0.699,0.262,0.564,0.900,0.226,0.563,0.133,E
9438,-0.043,0.753,-0.109,1.041,-1.347,2.682,0.711,-0.123,-0.372,2.122,F
9439,-0.018,-0.048,0.093,-0.139,0.262,0.979,-0.044,-1.455,-0.497,1.051,A
9440,-0.043,-0.299,0.182,1.151,0.262,2.100,0.447,-0.758,-0.622,1.735,A
9441,-0.178,0.258,-0.124,0.228,0.083,0.107,0.333,-0.902,-0.528,0.026,F
9442,0.513,-0.071,-3.211,0.755,0.977,-0.100,-0.346,0.332,0.438,0.235,I
9443,0.118,-0.221,0.367,0.915,0.262,0.481,-0.044,0.658,0.532,0.593,A
9444,-0.215,0.282,0.108,0.739,0.083,-0.433,-0.082,1.178,1.218,-0.234,E
9445,0.044,-0.173,,-0.775,0.172,0.439,-0.006,-0.753,-0.591,0.536,F
9446,0.056,-0.016,0.346,-0.054,0.172,-0.433,0.296,0.967,0.594,-0.421,A
9447,0.760,-1.304,-0.024,-0.974,-0.006,-0.433,-1.554,-0.397,0.781,0.649,I
9448,0.118,-0.166,0.563,0.567,0.619,3.014,-0.044,-0.572,-0.715,3.029,Y
9449,0.229,-1.045,0.349,0.842,0.262,1.104,0.107,0.971,0.376,1.082,A
9450,-0.228,0.109,0.413,0.119,0.172,-0.599,0.447,0.714,0.625,-0.624,D
9451,0.315,-0.048,0.143,-0.575,0.262,0.107,0.749,0.157,0.033,-0.186,A
9452,-0.005,-0.205,0.321,-0.695,0.262,-0.557,0.220,0.209,-0.123,-0.500,F
9453,-0.043,0.188,0.225,0.291,0.262,0.273,0.069,0.231,0.158,0.336,A
9454,-0.326,-0.652,0.385,-1.694,-0.185,-1.803,-0.459,-1.638,-0.591,-1.324,E
9455,3.266,-0.252,0.125,-2.124,0.977,-1.222,-0.912,-2.097,-1.744,-0.525,I
9456,-0.326,0.093,-3.211,0.668,-0.096,2.682,0.145,0.207,1.654,2.483,X
9457,-0.129,12.655,-0.163,1.993,-3.224,0.896,0.031,1.079,1.249,0.946,B
9458,-3.499,0.392,0.374,-5.440,0.262,-0.433,-0.082,-0.604,-0.341,-0.256,A
9459,0.698,-0.307,-0.035,0.063,0.977,-0.059,-1.101,-0.033,1.405,0.774,I
9460,0.106,0.101,0.246,0.087,0.262,0.896,-0.271,-0.572,-0.840,1.131,A
9461,0.081,0.439,0.143,-0.523,0.262,-0.931,0.635,-0.177,0.095,-1.035,G
9462,-0.067,-0.158,-3.211,-2.155,-1.794,0.439,0.145,0.842,0.376,0.438,C
9463,0.081,-0.126,0.360,-0.588,0.262,0.066,0.220,-0.498,-0.996,0.067,F
9464,0.328,-2.427,0.008,-0.545,-0.006,-0.350,0.937,0.069,0.376,-0.671,A
9465,0.106,0.722,0.086,0.505,0.262,-0.059,0.296,0.470,-0.123,-0.093,F
9466,0.056,-0.016,0.346,-0.054,0.172,0.232,0.333,-0.667,0.126,0.151,A
9467,0.241,0.203,0.125,-1.423,-1.347,0.398,-0.044,1.096,0.095,0.518,F
9468,-0.672,0.070,0.396,1.104,0.262,0.647,-0.346,0.891,1.124,0.938,E
9469,0.106,0.101,0.246,0.087,0.262,-0.806,-0.044,-2.518,-2.805,-0.597,A
9470,0.143,-0.142,0.246,0.789,-1.347,0.772,0.296,0.767,-0.154,0.635,A
9471,-0.117,0.305,0.036,-0.410,0.262,0.190,0.447,-0.483,0.625,0.047,H
9472,0.599,-0.378,0.243,-0.151,0.977,-0.723,-1.063,0.509,0.844,0.058,I
9473,0.118,-0.299,0.474,-0.204,0.083,-0.350,0.900,-0.234,0.095,-0.641,A
9474,-0.005,0.612,0.022,1.012,0.262,1.353,0.598,-0.163,0.002,0.979,A
9475,0.155,-0.448,0.357,-0.004,0.262,0.066,0.635,0.142,0.002,-0.167,F
9476,0.032,0.203,0.086,0.045,0.172,0.190,-0.308,0.028,0.688,0.482,F
9477,-0.117,0.070,0.068,-0.783,0.262,0.813,0.447,-0.302,0.095,0.593,A
9478,0.118,0.070,0.339,-1.296,0.262,-1.761,0.447,-0.272,0.719,-1.672,H
9479,0.019,-0.605,0.502,0.181,0.172,-0.017,-2.724,0.833,0.314,-1.826,A
9480,-0.363,-0.009,0.257,-0.226,0.262,-0.183,0.447,0.188,-0.310,-0.293,E
9481,-0.339,-0.095,0.527,1.857,-1.258,1.644,-1.063,0.535,-0.560,2.504,X
9482,0.266,0.258,-3.211,-0.406,0.262,0.564,0.145,0.591,0.002,0.552,A
9483,-0.635,-0.448,0.300,1.408,0.172,0.107,-1.667,0.502,1.343,1.342,Y
9484,-0.055,-0.221,0.467,-0.217,0.172,0.564,0.296,0.391,0.189,0.473,D
9485,0.155,-0.378,0.349,0.706,-0.006,-0.391,0.749,0.011,0.251,-0.615,A
9486,1.130,-0.087,-0.003,-0.480,0.083,-0.931,-0.044,-0.684,-0.903,-0.710,A
9487,-0.252,-0.064,0.595,0.891,0.530,-0.516,-1.403,1.448,2.434,0.593,X
9488,0.044,0.698,0.022,0.913,0.262,-0.017,0.296,0.519,-0.217,-0.063,F
9489,-0.178,0.258,-0.124,0.228,0.083,0.481,-3.291,-1.718,-1.838,-1.466,F
9490,-0.400,-0.166,0.392,0.486,0.262,-1.346,-0.082,1.220,0.563,-1.075,E
9491,-0.092,0.227,0.268,0.024,0.262,-0.100,0.333,-0.027,0.594,-0.154,H
9492,0.229,-0.354,0.182,0.211,0.262,-0.308,-0.006,0.427,-0.154,-0.156,A
9493,-0.697,-0.056,-3.211,0.629,0.262,0.523,0.069,1.052,0.469,0.564,W
9494,-0.117,-0.338,-3.211,-0.866,-1.168,1.934,-0.233,-1.048,-1.214,2.102,A
9495,-0.252,-0.064,0.595,0.891,0.530,-0.308,0.296,1.970,2.746,-0.320,X
9496,-0.043,-0.111,0.410,1.097,0.262,1.602,0.371,0.981,0.657,1.414,A
9497,-0.080,-0.291,0.389,0.856,0.262,0.647,0.258,-0.492,-0.778,0.587,F
9498,0.155,0.054,0.164,-0.048,0.262,-0.474,-0.157,0.118,0.563,-0.224,A
9499,0.044,0.698,0.022,0.913,0.262,0.149,0.296,1.372,-0.061,0.090,F
9500,0.081,0.439,0.143,-0.523,0.262,-0.225,0.447,-0.567,0.282,-0.331,G
9501,0.007,-0.056,0.335,1.779,0.262,-0.931,0.258,-2.574,-2.836,-0.858,A
9502,0.118,0.266,0.044,-0.590,0.172,1.519,1.655,-1.463,-0.871,0.514,F
9503,-0.030,0.015,0.264,0.374,0.262,-0.142,0.258,0.050,0.095,-0.140,A
9504,0.624,-0.071,0.221,-0.586,0.887,-0.391,-1.214,-1.683,-1.090,0.499,I
9505,0.241,-0.323,0.310,0.491,0.262,1.145,0.220,0.545,-0.092,1.038,A
9506,-0.425,-0.071,0.424,1.863,0.172,2.017,0.031,0.137,1.623,1.981,X
9507,0.155,0.337,0.068,0.022,0.262,-0.142,0.296,0.057,-0.217,-0.163,A
9508,0.192,-0.370,0.278,-0.660,0.262,0.606,0.069,-0.783,-0.248,0.634,F
9509,-0.438,0.423,0.389,0.621,0.172,-1.138,0.333,1.607,0.501,-1.076,E
9510,1.044,-0.401,0.474,0.506,0.262,-0.100,0.258,0.507,-0.747,-0.113,A
9511,-0.030,0.023,0.157,-0.771,0.262,1.644,0.824,-1.511,-0.560,1.102,H
9512,0.118,-0.299,0.474,-0.204,0.083,-0.640,0.409,0.523,0.314,-0.668,A
9513,0.019,0.588,0.261,-1.349,0.083,-0.183,0.258,-0.206,0.126,-0.174,A
9514,-0.055,0.227,0.321,-0.906,0.262,-0.142,-0.195,-0.919,0.657,0.101,H
9515,0.365,0.290,0.236,-0.324,0.172,-0.266,-0.006,0.402,0.376,-0.127,A
9516,-0.092,-0.142,0.325,0.658,0.172,0.855,0.220,0.081,-0.404,0.767,F
9517,0.032,0.117,-0.177,-0.621,-1.168,0.772,0.333,0.349,-1.090,0.626,A
9518,0.377,0.023,0.140,1.071,0.977,-0.723,-1.252,0.506,1.748,0.182,I
9519,-3.499,0.329,0.140,0.982,-4.922,-0.350,0.145,0.927,-2.961,-0.274,A
9520,-0.030,0.015,0.264,0.374,0.262,-0.474,-0.006,1.424,0.532,-0.302,A
9521,-0.092,-0.142,0.325,0.658,0.172,-0.516,0.258,0.992,0.282,-0.487,F
9522,-0.141,-0.244,0.250,0.594,0.262,-0.142,1.202,-0.297,-0.435,-0.622,F
9523,-0.154,-0.228,0.488,0.580,0.262,2.557,0.484,-0.132,0.314,2.120,A
9524,-0.252,-0.401,0.467,0.631,0.262,-0.848,0.031,0.355,0.906,-0.662,E
9525,0.180,-0.048,0.275,-0.605,0.262,-1.097,-0.120,-0.335,0.314,-0.823,F
9526,-0.067,-0.150,0.321,0.119,0.262,-0.183,0.107,-0.722,-0.217,-0.110,A
9527,0.266,-0.166,0.321,0.483,0.172,0.024,0.069,1.216,0.220,0.102,A
9528,0.106,0.722,0.086,0.505,0.262,-0.225,0.484,0.676,-0.029,-0.346,F
9529,0.254,-0.338,-3.211,-1.791,0.351,0.398,0.258,0.376,-0.622,0.336,A
9530,0.451,-0.268,0.335,-0.831,0.262,-1.720,0.635,-2.465,-0.185,-1.730,A
9531,-0.055,0.313,0.054,0.218,0.262,0.107,0.107,0.144,-0.029,0.161,A
9532,-3.499,2.881,0.442,-0.295,-4.922,-1.554,-0.044,0.344,-3.023,-1.283,A
9533,-0.005,-0.205,0.321,-0.695,0.262,-0.931,0.484,-0.403,-1.308,-0.960,F
9534,-0.117,-0.652,0.506,-1.249,0.262,-0.017,-0.157,-1.236,-0.061,0.202,E
9535,0.143,-1.916,-0.024,-0.504,0.262,0.149,,0.961,0.438,0.147,A
9536,-0.005,0.486,0.118,0.447,0.262,0.896,0.749,-0.438,0.033,0.492,G
9537,0.118,-0.221,-3.211,-1.623,0.262,0.149,0.107,-1.109,-0.622,0.198,A
9538,0.698,-0.370,0.186,-0.923,0.977,-1.471,-1.365,-1.919,-1.900,-0.515,I
9539,0.044,-0.079,0.061,0.565,0.262,0.024,0.484,-0.738,-0.934,-0.132,A
9540,0.106,0.557,-0.031,0.619,0.172,-0.017,0.371,0.546,0.282,-0.098,A
9541,-0.672,0.070,0.396,1.104,0.262,0.647,0.107,1.041,1.093,0.650,E
9542,-0.265,-0.448,0.431,-1.121,0.262,-0.100,-0.044,0.732,0.033,0.035,F
9543,-0.154,-0.087,0.300,0.690,0.262,0.024,-0.120,-0.659,-0.934,0.213,F
9544,0.908,1.467,0.371,-1.242,0.709,-0.723,-1.026,1.088,1.779,0.035,I
9545,-0.240,-0.299,0.694,0.956,0.619,-0.765,-1.139,-0.370,-0.435,0.089,Y
9546,0.328,0.502,0.051,-1.018,0.262,-0.931,0.296,0.614,0.220,-0.878,G
